Id,WhoId,WhatId,Subject,ActivityDate,Status,Priority,OwnerId,Description,Type,IsDeleted,AccountId,IsClosed,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,IsArchived,EmailMessageId,ActivityOriginType,CallDurationInSeconds,CallType,CallDisposition,CallObject,ReminderDateTime,IsReminderSet,RecurrenceActivityId,IsRecurrence,RecurrenceStartDateOnly,RecurrenceEndDateOnly,RecurrenceTimeZoneSidKey,RecurrenceType,RecurrenceInterval,RecurrenceDayOfWeekMask,RecurrenceDayOfMonth,RecurrenceInstance,RecurrenceMonthOfYear,RecurrenceRegeneratedType,CompletedDateTime
00T4R00004tDIHbUAO,000000000000000AAA,000000000000000AAA,Called 6262979586,4/7/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,test,,0,,1,4/7/2020 2:57,0054R00000ARWr5QAH,4/7/2020 2:57,0054R00000ARWr5QAH,4/11/2021 13:55,1,,5,3,Outbound,,,,0,,0,,,,,,,,,,,
00T4R00004ukKFvUAM,0034R00003Ic8OfQAJ,000000000000000AAA,Call,4/17/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,has 4/5 truckloads canola/clover gets $190 almonds 8/9 average,,0,0014R00002d9AS5QAM,1,4/17/2020 18:50,0054R00000ARWr5QAH,4/17/2020 18:50,0054R00000ARWr5QAH,4/18/2021 14:06,1,,5,,,,,,0,,0,,,,,,,,,,,4/17/2020 18:50
00T4R00004ukKGAUA2,0034R00003Ic8PdQAJ,0064R000010PTVuQAO,Call,4/17/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,mainly does honey has only 28 hives lost all his 60 hives this past season due to personal life interested in almonds,,0,0014R00002d9ASeQAM,1,4/17/2020 18:57,0054R00000ARWr5QAH,4/17/2020 19:00,0054R00000ARWr5QAH,4/18/2021 14:06,1,,5,,,,,,0,,0,,,,,,,,,,,4/17/2020 18:57
00T4R00004vU8NIUA0,000000000000000AAA,5004R00001Z7A6uQAF,Email: Fwd: Tulare County Data Request,5/18/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/18/2020 19:32,0054R00000Ae8OWQAZ,5/18/2020 19:32,0054R00000Ae8OWQAZ,5/18/2020 19:32,0,02s4R00001160JHQAY,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004vU8YpUAK,000000000000000AAA,5004R00001Z7A8qQAF,Email: Tehama county info request,5/18/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/18/2020 22:27,0054R00000Ae8OWQAZ,5/18/2020 22:27,0054R00000Ae8OWQAZ,5/18/2020 22:27,0,02s4R00001160KUQAY,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004vU9wfUAC,000000000000000AAA,5004R00001Z7AU3QAN,Email: Sunflower Script - Invitation to edit,5/19/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/19/2020 20:37,0054R00000Ae8OWQAZ,5/19/2020 20:37,0054R00000Ae8OWQAZ,5/19/2020 20:37,0,02s4R00001160QIQAY,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004vUAMJUA4,000000000000000AAA,5004R00001Z7AV6QAN,Email: AGRICULTURAL/WEIGHTS & MEASURES INVOICES Payment Confirmation,5/19/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/19/2020 21:40,0054R00000Ae8OWQAZ,5/19/2020 21:40,0054R00000Ae8OWQAZ,5/19/2020 21:40,0,02s4R00001160R6QAI,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004vUAb9UAG,000000000000000AAA,5004R00001Z7AW4QAN,Email: Sunflower Follow-Up Email - Invitation to edit,5/19/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/19/2020 22:41,0054R00000Ae8OWQAZ,5/19/2020 22:41,0054R00000Ae8OWQAZ,5/19/2020 22:41,0,02s4R00001160RLQAY,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004vUE37UAG,000000000000000AAA,5004R00001Z7BImQAN,"Email: ? Colm, unlock tips and new features.",5/21/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/21/2020 19:07,0054R00000Ae8OWQAZ,5/21/2020 19:07,0054R00000Ae8OWQAZ,5/21/2020 19:07,0,02s4R00001160jZQAQ,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004vUEkUUAW,000000000000000AAA,5004R00001Z7BljQAF,Email: Research Plan - Colm - Invitation to edit,5/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/22/2020 0:38,0054R00000Ae8OWQAZ,5/22/2020 0:38,0054R00000Ae8OWQAZ,5/22/2020 0:38,0,02s4R00001160lLQAQ,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7cXSUAY,000000000000000AAA,5004R00001ZwvhCQAR,Email: Fwd: BeeHero,5/23/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/23/2020 17:09,0054R00000Ae8OWQAZ,5/23/2020 17:09,0054R00000Ae8OWQAZ,5/23/2020 17:09,0,02s4R000011XZx9QAG,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7d39UAA,000000000000000AAA,5004R00001Zww4fQAB,Email: Current Company Logos,5/25/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/25/2020 18:25,0054R00000Ae8OWQAZ,5/25/2020 18:25,0054R00000Ae8OWQAZ,5/25/2020 18:25,0,02s4R000011Xa0DQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7d3EUAQ,000000000000000AAA,5004R00001Zww4kQAB,Email: ad topics or newsletter columns - Invitation to edit,5/25/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/25/2020 18:27,0054R00000Ae8OWQAZ,5/25/2020 18:27,0054R00000Ae8OWQAZ,5/25/2020 18:27,0,02s4R000011Xa0IQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7d3TUAQ,000000000000000AAA,5004R00001Zww4pQAB,Email: Exchange Bees Pitch Deck - Invitation to edit,5/25/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/25/2020 18:45,0054R00000Ae8OWQAZ,5/25/2020 18:45,0054R00000Ae8OWQAZ,5/25/2020 18:45,0,02s4R000011Xa0SQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7hyRUAQ,000000000000000AAA,5004R00001ZwwMZQAZ,Email: Call Study Guide - Invitation to edit,5/27/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/27/2020 18:54,0054R00000Ae8OWQAZ,5/27/2020 18:54,0054R00000Ae8OWQAZ,5/27/2020 18:54,0,02s4R000011XaJAQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7i4zUAA,000000000000000AAA,5004R00001ZwwOBQAZ,Email: Join us for Salesforce Live: Connecting with Customers in a Digital-First World,5/27/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/27/2020 22:08,0054R00000Ae8OWQAZ,5/27/2020 22:08,0054R00000Ae8OWQAZ,5/27/2020 22:08,0,02s4R000011XaJoQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7iDPUAY,000000000000000AAA,5004R00001ZwwQ7QAJ,Email: exb cheat sheet. - Invitation to edit,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 5:03,0054R00000Ae8OWQAZ,5/28/2020 5:03,0054R00000Ae8OWQAZ,5/28/2020 5:03,0,02s4R000011XaLLQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7iDtUAI,000000000000000AAA,5004R00001ZwwQRQAZ,Email: Scientific Beekeeping Newsletter: Please Confirm Subscription,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 5:46,0054R00000Ae8OWQAZ,5/28/2020 5:46,0054R00000Ae8OWQAZ,5/28/2020 5:46,0,02s4R000011XaLpQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7iw1UAA,000000000000000AAA,5004R00001ZwwWyQAJ,Email: Scientific Beekeeping Newsletter: Subscription Confirmed,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 18:05,0054R00000Ae8OWQAZ,5/28/2020 18:05,0054R00000Ae8OWQAZ,5/28/2020 18:05,0,02s4R000011XaREQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7j3qUAA,000000000000000AAA,5004R00001ZwwY1QAJ,Email: sutter,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 19:54,0054R00000Ae8OWQAZ,5/28/2020 19:54,0054R00000Ae8OWQAZ,5/28/2020 19:54,0,02s4R000011XaSRQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7j4FUAQ,000000000000000AAA,5004R00001ZwwY6QAJ,Email: RE: Agricultural commodity report request,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 20:03,0054R00000Ae8OWQAZ,5/28/2020 20:03,0054R00000Ae8OWQAZ,5/28/2020 20:03,0,02s4R000011XaSlQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7j6LUAQ,000000000000000AAA,5004R00001ZwwYQQAZ,Email: Thursday 28th-Tuesday 2nd - Invitation to edit,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 20:55,0054R00000Ae8OWQAZ,5/28/2020 20:55,0054R00000Ae8OWQAZ,5/28/2020 20:55,0,02s4R000011XaTjQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7j6fUAA,000000000000000AAA,5004R00001ZwwYaQAJ,Email: Fwd: Request for Public Records,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 21:02,0054R00000Ae8OWQAZ,5/28/2020 21:02,0054R00000Ae8OWQAZ,5/28/2020 21:02,0,02s4R000011XaTyQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7jLBUAY,000000000000000AAA,5004R00001ZwwZJQAZ,Email: Fwd: Seeds for Bees,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 22:50,0054R00000Ae8OWQAZ,5/28/2020 22:50,0054R00000Ae8OWQAZ,5/28/2020 22:50,0,02s4R000011XaUhQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7jLGUAY,000000000000000AAA,5004R00001ZwwZOQAZ,Email: Re: Seeds for Bees,5/28/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/28/2020 22:55,0054R00000Ae8OWQAZ,5/28/2020 22:55,0054R00000Ae8OWQAZ,5/28/2020 22:55,0,02s4R000011XaUmQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7jfkUAA,000000000000000AAA,5004R00001ZwwdfQAB,Email: Summer '20 Translated Terminology Updates,5/29/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/29/2020 10:10,0054R00000Ae8OWQAZ,5/29/2020 10:10,0054R00000Ae8OWQAZ,5/29/2020 10:10,0,02s4R000011XaWsQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7k2aUAA,000000000000000AAA,5004R00001Zwwj4QAB,Email: Bee-pics edited - Invitation to collaborate,5/29/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/29/2020 18:43,0054R00000Ae8OWQAZ,5/29/2020 18:43,0054R00000Ae8OWQAZ,5/29/2020 18:43,0,02s4R000011XabYQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7kB8UAI,000000000000000AAA,5004R00001ZwwkCQAR,Email: Join us for Salesforce Live: Connecting with Customers in a Digital-First World,5/29/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,5/29/2020 20:33,0054R00000Ae8OWQAZ,5/29/2020 20:33,0054R00000Ae8OWQAZ,5/29/2020 20:33,0,02s4R000011XacHQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7m7IUAQ,000000000000000AAA,5004R00001Zwx0KQAR,Email: 2021 Almond Pollination_ Increasing Crop Yields & Decreasing Expenses (2).pdf,6/1/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/1/2020 21:53,0054R00000Ae8OWQAZ,6/1/2020 21:53,0054R00000Ae8OWQAZ,6/1/2020 21:53,0,02s4R000011XaqOQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7oq0UAA,000000000000000AAA,5004R00001ZwxBDQAZ,Email: Fwd: 2021 Almond Pollination_ Increasing Crop Yields & Decreasing Expenses (2).pdf,6/3/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/3/2020 1:12,0054R00000Ae8OWQAZ,6/3/2020 1:12,0054R00000Ae8OWQAZ,6/3/2020 1:12,0,02s4R000011Xb0sQAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7ozgUAA,000000000000000AAA,5004R00001ZwxBwQAJ,Email: Exchange Bees - Contractor Agreement - Invitation to edit,6/3/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/3/2020 2:10,0054R00000Ae8OWQAZ,6/3/2020 2:10,0054R00000Ae8OWQAZ,6/3/2020 2:10,0,02s4R000011Xb1WQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7qVdUAI,000000000000000AAA,5004R00001Zx0efQAB,Email: Tehama County Growers,6/3/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/3/2020 17:27,0054R00000Ae8OWQAZ,6/3/2020 17:27,0054R00000Ae8OWQAZ,6/3/2020 17:27,0,02s4R000011XbBCQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7qvMUAQ,000000000000000AAA,5004R00001Zx8mFQAR,Email: Summer '20 Release Overviews,6/4/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/4/2020 13:06,0054R00000Ae8OWQAZ,6/4/2020 13:06,0054R00000Ae8OWQAZ,6/4/2020 13:06,0,02s4R000011XbMUQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7udQUAQ,000000000000000AAA,5004R00001ZxR05QAF,Email: Contractor Agreements,6/5/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/5/2020 19:16,0054R00000Ae8OWQAZ,6/5/2020 19:16,0054R00000Ae8OWQAZ,6/5/2020 19:16,0,02s4R000011Xbf7QAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7v51UAA,000000000000000AAA,5004R00001ZxRyvQAF,Email: Newsletter - Invitation to edit,6/5/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/5/2020 21:14,0054R00000Ae8OWQAZ,6/5/2020 21:14,0054R00000Ae8OWQAZ,6/5/2020 21:14,0,02s4R000011XbjtQAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7vCLUAY,000000000000000AAA,5004R00001ZxXEYQA3,Email: Re: 2021 Almond Pollination_ Increasing Crop Yields & Decreasing Expenses (2).pdf,6/6/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/6/2020 14:50,0054R00000Ae8OWQAZ,6/6/2020 14:50,0054R00000Ae8OWQAZ,6/6/2020 14:50,0,02s4R000011XbmxQAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7vZSUAY,000000000000000AAA,5004R00001ZxfSYQAZ,Email: Re: Almond Pollination,6/7/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/7/2020 4:37,0054R00000Ae8OWQAZ,6/7/2020 4:37,0054R00000Ae8OWQAZ,6/7/2020 4:37,0,02s4R000011XbnqQAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7vaBUAQ,000000000000000AAA,5004R00001Zxi45QAB,Email: Fwd: Product details inquiry from Amazon customer tony boutelle(Order: 114-2295677-2692260),6/7/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/7/2020 12:33,0054R00000Ae8OWQAZ,6/7/2020 12:33,0054R00000Ae8OWQAZ,6/7/2020 12:33,0,02s4R000011XboUQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w7y41UAA,000000000000000AAA,5004R00001aVgxzQAC,Email: Reset your password,6/9/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/9/2020 4:40,0054R00000Ae8OWQAZ,6/9/2020 4:40,0054R00000Ae8OWQAZ,6/9/2020 4:40,0,02s4R000011XcCgQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w81VFUAY,000000000000000AAA,5004R00001aW2q7QAC,Email: signature,6/10/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/10/2020 19:42,0054R00000Ae8OWQAZ,6/10/2020 19:42,0054R00000Ae8OWQAZ,6/10/2020 19:42,0,02s4R000011XcsIQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w81XfUAI,000000000000000AAA,5004R00001aW2snQAC,Email:,6/10/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/10/2020 20:03,0054R00000Ae8OWQAZ,6/10/2020 20:03,0054R00000Ae8OWQAZ,6/10/2020 20:03,0,02s4R000011XcsXQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w81x9UAA,000000000000000AAA,5004R00001aW6YNQA0,Email: Re: Seeds for Bees,6/11/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/11/2020 5:08,0054R00000Ae8OWQAZ,6/11/2020 5:08,0054R00000Ae8OWQAZ,6/11/2020 5:08,0,02s4R000011XdBoQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w839kUAA,000000000000000AAA,5004R00001aWCDPQA4,Email: Pollination Pricing Economics - Invitation to edit,6/11/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/11/2020 18:46,0054R00000Ae8OWQAZ,6/11/2020 18:46,0054R00000Ae8OWQAZ,6/11/2020 18:46,0,02s4R000011XdOTQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w84b4UAA,000000000000000AAA,5004R00001aWHXHQA4,Email: Reminder: Live Webcasts today - Get Ready for the Summer ?20 release,6/12/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/12/2020 11:07,0054R00000Ae8OWQAZ,6/12/2020 11:07,0054R00000Ae8OWQAZ,6/12/2020 11:07,0,02s4R000011XdT9QAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w85XkUAI,000000000000000AAA,5004R00001aWUwhQAG,Email: Reminder: Live Webcasts this week - Get Ready for the Summer ?20 release,6/15/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/15/2020 12:06,0054R00000Ae8OWQAZ,6/15/2020 12:06,0054R00000Ae8OWQAZ,6/15/2020 12:06,0,02s4R000011XdwVQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8BaPUAU,000000000000000AAA,5004R00001aWg9IQAS,Email: For - Kiwi Pollination - Invitation to edit,6/17/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/17/2020 16:17,0054R00000Ae8OWQAZ,6/17/2020 16:17,0054R00000Ae8OWQAZ,6/17/2020 16:17,0,02s4R000011XejhQAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8BbmUAE,000000000000000AAA,5004R00001aWgG4QAK,Email: Fwd: POLL21 Hopkins,6/17/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/17/2020 16:35,0054R00000Ae8OWQAZ,6/17/2020 16:35,0054R00000Ae8OWQAZ,6/17/2020 16:35,0,02s4R000011XejrQAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FD0UAM,000000000000000AAA,5004R00001aWpSEQA0,Email: House/Utilities Sheet - Invitation to view,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 0:27,0054R00000Ae8OWQAZ,6/22/2020 0:27,0054R00000Ae8OWQAZ,6/22/2020 0:27,0,02s4R000011XfW5QAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FD5UAM,000000000000000AAA,5004R00001aWpSJQA0,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 1:14,0054R00000Ae8OWQAZ,6/22/2020 1:14,0054R00000Ae8OWQAZ,6/22/2020 1:14,0,02s4R000011XfWAQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FDFUA2,000000000000000AAA,5004R00001aWpSOQA0,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 1:20,0054R00000Ae8OWQAZ,6/22/2020 1:20,0054R00000Ae8OWQAZ,6/22/2020 1:20,0,02s4R000011XfWFQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FDKUA2,000000000000000AAA,5004R00001aWpSTQA0,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 1:30,0054R00000Ae8OWQAZ,6/22/2020 1:30,0054R00000Ae8OWQAZ,6/22/2020 1:30,0,02s4R000011XfWKQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FDPUA2,000000000000000AAA,5004R00001aWpSYQA0,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 1:40,0054R00000Ae8OWQAZ,6/22/2020 1:40,0054R00000Ae8OWQAZ,6/22/2020 1:40,0,02s4R000011XfWPQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FDUUA2,000000000000000AAA,5004R00001aWpSdQAK,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 1:50,0054R00000Ae8OWQAZ,6/22/2020 1:50,0054R00000Ae8OWQAZ,6/22/2020 1:50,0,02s4R000011XfWUQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FDZUA2,000000000000000AAA,5004R00001aWpSiQAK,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 2:00,0054R00000Ae8OWQAZ,6/22/2020 2:00,0054R00000Ae8OWQAZ,6/22/2020 2:00,0,02s4R000011XfWZQA0,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FDeUAM,000000000000000AAA,5004R00001aWpSnQAK,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 2:10,0054R00000Ae8OWQAZ,6/22/2020 2:10,0054R00000Ae8OWQAZ,6/22/2020 2:10,0,02s4R000011XfWtQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8FDfUAM,000000000000000AAA,5004R00001aWpSoQAK,Email: An event from Gmail has been added to your Google Calendar,6/22/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/22/2020 2:20,0054R00000Ae8OWQAZ,6/22/2020 2:20,0054R00000Ae8OWQAZ,6/22/2020 2:20,0,02s4R000011XfWuQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8J4oUAE,000000000000000AAA,5004R00001aWpvlQAC,Email: Summer '20 Release 3 Weeks Notification,6/25/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/25/2020 10:17,0054R00000Ae8OWQAZ,6/25/2020 10:17,0054R00000Ae8OWQAZ,6/25/2020 10:17,0,02s4R000011XgQrQAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8NisUAE,000000000000000AAA,5004R00001aWqneQAC,Email: Indoor Storage Calls - Invitation to edit,6/29/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,6/29/2020 19:49,0054R00000Ae8OWQAZ,6/29/2020 19:49,0054R00000Ae8OWQAZ,6/29/2020 19:49,0,02s4R000011Xhh5QAC,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8QcSUAU,000000000000000AAA,5004R00001aWs2QQAS,Email: ExchangeBees Colony Winterization - Invitation to edit,7/1/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,7/1/2020 18:31,0054R00000Ae8OWQAZ,7/1/2020 18:31,0054R00000Ae8OWQAZ,7/1/2020 18:31,0,02s4R000011XjF3QAK,3,,,,,,0,,0,,,,,,,,,,,
00T4R00004w8T0FUAU,000000000000000AAA,5004R00001aWse5QAC,Email: Bee Storage 2020-2021 - Invitation to edit,7/3/2020 0:00,Not Started,Normal,0054R00000ARWr5QAH,,,0,,0,7/3/2020 3:15,0054R00000Ae8OWQAZ,7/3/2020 3:15,0054R00000Ae8OWQAZ,7/3/2020 3:15,0,02s4R000011XjzLQAS,3,,,,,,0,,0,,,,,,,,,,,
00T4R000050pH1eUAE,00Q4R00001LLZNIUA5,000000000000000AAA,,9/14/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,,,0,,1,9/9/2020 23:28,0054R00000ARWr5QAH,9/16/2020 22:58,0054R00000ADW2rQAH,9/16/2020 22:58,0,,,,,,,9/14/2020 16:00,0,,0,,,,,,,,,,,9/15/2020 2:56
00T4R000050pKVHUA2,00Q4R00001LLZNJUA5,000000000000000AAA,,9/14/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,,,0,,1,9/10/2020 17:41,0054R00000ADW2rQAH,9/16/2020 23:01,0054R00000ADW2rQAH,9/16/2020 23:01,0,,,,,,,9/14/2020 15:00,0,,0,,,,,,,,,,,9/16/2020 23:01
00T4R000050pKVIUA2,00Q4R00001LLZNMUA5,000000000000000AAA,,9/14/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,,,0,,1,9/10/2020 17:43,0054R00000ADW2rQAH,9/16/2020 23:18,0054R00000ADW2rQAH,9/16/2020 23:18,0,,,,,,,9/14/2020 15:00,0,,0,,,,,,,,,,,9/16/2020 23:03
00T4R000050pKcaUAE,00Q4R00001LLZNKUA5,000000000000000AAA,,9/14/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,,,0,,1,9/10/2020 17:42,0054R00000ADW2rQAH,9/16/2020 23:03,0054R00000ADW2rQAH,9/16/2020 23:03,0,,,,,,,9/14/2020 15:00,0,,0,,,,,,,,,,,9/16/2020 23:03
00T4R000050pKd0UAE,00Q4R00001LLZNLUA5,000000000000000AAA,,9/14/2020 0:00,Completed,Normal,0054R00000ADW2rQAH,,,0,,1,9/10/2020 17:43,0054R00000ADW2rQAH,9/16/2020 23:07,0054R00000ADW2rQAH,9/16/2020 23:07,0,,,,,,,9/14/2020 15:00,0,,0,,,,,,,,,,,9/16/2020 23:06
00T4R000050pMhwUAE,00Q4R00001LLZNRUA5,000000000000000AAA,Call,9/10/2020 0:00,Completed,Normal,0054R00000ARWr5QAH,500 acres bearing in 2021. replanting in 2021. more than set on bees. paying $190-$210,,0,,1,9/10/2020 22:26,0054R00000ARWr5QAH,9/10/2020 22:26,0054R00000ARWr5QAH,9/10/2020 22:26,0,,5,,,,,,0,,0,,,,,,,,,,,9/10/2020 22:26
